Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-21,2022,6,21,,18,,13,,15.7,,2.3,,0,,0.2,,0,,0.2,,,,10,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-22,2022,6,22,,19,,13,,15.8,,2.2,,0,,0,T,0,,0,T,,,28,,44,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-23,2022,6,23,,18,,11,,14.6,,3.4,,0,,0,,0,,0,,,,29,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-24,2022,6,24,,21,,7,,13.6,,4.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-25,2022,6,25,,23,,10,,16.6,,1.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-26,2022,6,26,,24,,13,,18.4,,0,,0.4,,0,,0,,0,,,,30,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-27,2022,6,27,,26,,14,,20.2,,0,,2.2,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-28,2022,6,28,,21,,14,,17.7,,0.3,,0,,1.3,,0,,1.3,,,,9,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-29,2022,6,29,,21,,13,,17.3,,0.7,,0,,0,,0,,0,,,,17,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-06-30,2022,6,30,,21,,12,,16.6,,1.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-01,2022,7,1,,23,,14,,18.5,,0,,0.5,,0,,0,,0,,,,18,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-02,2022,7,2,,21,,12,,16.4,,1.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-03,2022,7,3,,16,,13,,14.3,,3.7,,0,,9.7,,0,,9.7,,,,11,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-04,2022,7,4,,18,,13,,15.1,,2.9,,0,,2.6,,0,,2.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-05,2022,7,5,,21,,14,,17.4,,0.6,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-06,2022,7,6,,22,,16,,19,,0,,1,,1.5,,0,,1.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-07,2022,7,7,,23,,15,,19.1,,0,,1.1,,11,,0,,11,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-08,2022,7,8,,21,,15,,18,,0,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-09,2022,7,9,,21,,14,,17.7,,0.3,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-10,2022,7,10,,23,,15,,19,,0,,1,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-11,2022,7,11,,24,,13,,18.6,,0,,0.6,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-12,2022,7,12,,22,,14,,18.4,,0,,0.4,,0,,0,,0,,,,27,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-13,2022,7,13,,21,,16,,18.3,,0,,0.3,,0,,0,,0,,,,28,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-14,2022,7,14,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,15,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-15,2022,7,15,,20,,15,,17.7,,0.3,,0,,1.3,,0,,1.3,,,,10,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-16,2022,7,16,,23,,15,,18.5,,0,,0.5,,0,T,0,,0,T,,,19,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-17,2022,7,17,,19,,13,,15.9,,2.1,,0,,1.8,,0,,1.8,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-18,2022,7,18,,21,,14,,17.3,,0.7,,0,,0,,0,,0,,,,13,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-19,2022,7,19,,22,,13,,17.1,,0.9,,0,,0,,0,,0,,,,22,,31,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-20,2022,7,20,,23,,13,,18.2,,0,,0.2,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-21,2022,7,21,,23,,15,,19.3,,0,,1.3,,0,,0,,0,,,,20,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-22,2022,7,22,,22,,14,,17.9,,0.1,,0,,0,,0,,0,,,,10,,40,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-23,2022,7,23,,21,,13,,16.7,,1.3,,0,,0,,0,,0,,,,19,,34,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-24,2022,7,24,,23,,13,,18.1,,0,,0.1,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-25,2022,7,25,,24,,16,,20.4,,0,,2.4,,0,,0,,0,,,,30,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-26,2022,7,26,,27,,18,,22.6,,0,,4.6,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-27,2022,7,27,,30,,19,,24.5,,0,,6.5,,0,,0,,0,,,,22,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-28,2022,7,28,,28,,18,,22.9,,0,,4.9,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-29,2022,7,29,,29,,18,,23.4,,0,,5.4,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-30,2022,7,30,,29,,18,,23.5,,0,,5.5,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-07-31,2022,7,31,,28,,19,,23.2,,0,,5.2,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-01,2022,8,1,,24,,17,,20.6,,0,,2.6,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-02,2022,8,2,,23,,17,,20,,0,,2,,0,,0,,0,,,,28,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-03,2022,8,3,,22,,15,,18.5,,0,,0.5,,5.9,,0,,5.9,,,,11,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-04,2022,8,4,,20,,15,,17.8,,0.2,,0,,0,T,0,,0,T,,,24,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-05,2022,8,5,,22,,12,,17,,1,,0,,0,,0,,0,,,,29,,46,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-06,2022,8,6,,24,,14,,18.8,,0,,0.8,,0,,0,,0,,,,30,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-07,2022,8,7,,24,,15,,19.6,,0,,1.6,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-08,2022,8,8,,24,,15,,19.6,,0,,1.6,,0,,0,,0,,,,29,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-09,2022,8,9,,25,,15,,20,,0,,2,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-10,2022,8,10,,NA,M,,M,,M,,M,,M,0.5,,0,,0.5,,,,12,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-11,2022,8,11,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-12,2022,8,12,,25,,13,,18.9,,0,,0.9,,0,,0,,0,,,,23,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-13,2022,8,13,,24,,16,,20.2,,0,,2.2,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-14,2022,8,14,,24,,15,,19.5,,0,,1.5,,0,,0,,0,,,,20,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-15,2022,8,15,,26,,15,,20.6,,0,,2.6,,0,,0,,0,,,,19,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-16,2022,8,16,,25,,16,,20.3,,0,,2.3,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-17,2022,8,17,,26,,15,,20.4,,0,,2.4,,0,,0,,0,,,,30,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-18,2022,8,18,,27,,17,,22.1,,0,,4.1,,0,,0,,0,,,,29,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-19,2022,8,19,,27,,19,,22.8,,0,,4.8,,0,T,0,,0,T,,,7,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-20,2022,8,20,,25,,17,,21.1,,0,,3.1,,0,,0,,0,,,,20,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-21,2022,8,21,,24,,18,,20.8,,0,,2.8,,0,,0,,0,,,,12,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-22,2022,8,22,,25,,15,,19.8,,0,,1.8,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-23,2022,8,23,,24,,14,,19,,0,,1,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-24,2022,8,24,,25,,16,,20.7,,0,,2.7,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-25,2022,8,25,,26,,17,,21.6,,0,,3.6,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-26,2022,8,26,,21,,15,,18.1,,0,,0.1,,0,T,0,,0,T,,,11,,38,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-27,2022,8,27,,21,,15,,18.3,,0,,0.3,,0,,0,,0,,,,27,,60,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-28,2022,8,28,,23,,13,,17.7,,0.3,,0,,0,,0,,0,,,,19,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-29,2022,8,29,,25,,15,,19.7,,0,,1.7,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-30,2022,8,30,,26,,16,,20.8,,0,,2.8,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-08-31,2022,8,31,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-01,2022,9,1,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-02,2022,9,2,,24,,15,,19.3,,0,,1.3,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-03,2022,9,3,,23,,15,,18.9,,0,,0.9,,0,,0,,0,,,,11,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-04,2022,9,4,,20,,15,,17.8,,0.2,,0,,4.9,,0,,4.9,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-05,2022,9,5,,20,,12,,15.8,,2.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-06,2022,9,6,,21,,10,,15.6,,2.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-07,2022,9,7,,21,,13,,16.8,,1.2,,0,,0,,0,,0,,,,29,,67,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-08,2022,9,8,,19,,9,,14.1,,3.9,,0,,0,,0,,0,,,,28,,53,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-09,2022,9,9,,20,,13,,16.2,,1.8,,0,,0,,0,,0,,,,30,,40,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-10,2022,9,10,,24,,11,,17.4,,0.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-11,2022,9,11,,26,,12,,19.3,,0,,1.3,,0,T,0,,0,T,,,5,,34,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-12,2022,9,12,,23,,15,,18.8,,0,,0.8,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-13,2022,9,13,,20,,11,,15.5,,2.5,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-14,2022,9,14,,21,,14,,17.2,,0.8,,0,,0,,0,,0,,,,20,,33,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-15,2022,9,15,,18,,14,,15.9,,2.1,,0,,0.3,,0,,0.3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-16,2022,9,16,,18,,12,,15,,3,,0,,1.6,,0,,1.6,,,,28,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-17,2022,9,17,,18,,9,,13.4,,4.6,,0,,0,,0,,0,,,,28,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-18,2022,9,18,,19,,10,,14.5,,3.5,,0,,0,,0,,0,,,,29,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-19,2022,9,19,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-20,2022,9,20,,21,,6,,13.3,,4.7,,0,,0,,0,,0,,,,30,,37,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-21,2022,9,21,,20,,6,,13.3,,4.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-22,2022,9,22,,20,,9,,14.9,,3.1,,0,,0,,0,,0,,,,10,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-23,2022,9,23,,18,,13,,15.2,,2.8,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-24,2022,9,24,,20,,12,,15.8,,2.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-25,2022,9,25,,20,,10,,15,,3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-26,2022,9,26,,22,,10,,15.8,,2.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-27,2022,9,27,,22,,11,,16.6,,1.4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-28,2022,9,28,,20,,13,,16.8,,1.2,,0,,0.2,,0,,0.2,,,,4,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-29,2022,9,29,,20,,12,,15.8,,2.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-09-30,2022,9,30,,19,,10,,14.5,,3.5,,0,,0,,0,,0,,,,30,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-01,2022,10,1,,20,,9,,14.3,,3.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-02,2022,10,2,,20,,10,,14.8,,3.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-03,2022,10,3,,21,,8,,14.7,,3.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-04,2022,10,4,,19,,11,,15.4,,2.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-05,2022,10,5,,18,,12,,15,,3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-06,2022,10,6,,19,,9,,14,,4,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-07,2022,10,7,,20,,10,,15.2,,2.8,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-08,2022,10,8,,19,,9,,14.3,,3.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-09,2022,10,9,,18,,10,,14.4,,3.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-10,2022,10,10,,19,,10,,14.3,,3.7,,0,,0,,0,,0,,,,29,,63,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-11,2022,10,11,,NA,M,,M,,M,,M,,M,0,,0,,0,,,,29,,56,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-12,2022,10,12,,16,,6,,11,,7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-13,2022,10,13,,18,,6,,11.9,,6.1,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-14,2022,10,14,,18,,6,,12.4,,5.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-15,2022,10,15,,18,,6,,12.1,,5.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-16,2022,10,16,,20,,6,,13.1,,4.9,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-17,2022,10,17,,18,,10,,14.2,,3.8,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-18,2022,10,18,,17,,7,,11.8,,6.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-19,2022,10,19,,14,,6,,9.9,,8.1,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-20,2022,10,20,,17,,9,,13.2,,4.8,,0,,0,,0,,0,,,,29,,42,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-21,2022,10,21,,13,,8,,10.3,,7.7,,0,,1.4,,0,,1.4,,,,28,,47,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-22,2022,10,22,,12,,6,,9.1,,8.9,,0,,0.2,,0,,0.2,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-23,2022,10,23,,12,,3,,7.6,,10.4,,0,,6.7,,0,,6.7,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-24,2022,10,24,,13,,7,,10.4,,7.6,,0,,13,,0,,13,,,,26,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-25,2022,10,25,,10,,7,,8.8,,9.2,,0,,17.2,,0,,17.2,,,,11,,49,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-26,2022,10,26,,10,,5,,7.5,,10.5,,0,,4.3,,0,,4.3,,,,29,,39,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-27,2022,10,27,,12,,8,,10.3,,7.7,,0,,17,,0,,17,,,,14,,55,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-28,2022,10,28,,14,,8,,11.2,,6.8,,0,,2.1,,0,,2.1,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-29,2022,10,29,,13,,8,,10.3,,7.7,,0,,0,,0,,0,,,,15,,38,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-30,2022,10,30,,12,,10,,10.9,,7.1,,0,,25.2,,0,,25.2,,,,13,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-10-31,2022,10,31,,12,,6,,9,,9,,0,,1.6,,0,,1.6,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-01,2022,11,1,,10,,2,,6,,12,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-02,2022,11,2,,9,,2,,5.7,,12.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-03,2022,11,3,,6,,2,,4,,14,,0,,24.2,,0,,24.2,,,,7,,36,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-04,2022,11,4,,12,,3,,7.5,,10.5,,0,,31.6,,0,,31.6,,,,29,,94,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-05,2022,11,5,,9,,3,,5.7,,12.3,,0,,0,,0,,0,,,,30,,74,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-06,2022,11,6,,5,,2,,3.6,,14.4,,0,,14.3,,0,,14.3,,,,10,,62,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-07,2022,11,7,,5,,0,,2.5,,15.5,,0,,1,,1.2,,2.2,,1,E,30,,44,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-08,2022,11,8,,6,,-1,,2.1,,15.9,,0,,0,,0.8,,1,,2,,33,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-09,2022,11,9,,6,,-4,,0.8,,17.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-10,2022,11,10,,6,,2,,4,,14,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-11,2022,11,11,,8,,2,,4.7,,13.3,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-12,2022,11,12,,8,,-2,,3,,15,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-13,2022,11,13,,8,,0,,4.3,,13.7,,0,,0,,0,,0,,,,29,,31,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-14,2022,11,14,,8,,-2,,3.4,,14.6,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-15,2022,11,15,,7,,-2,,2.8,,15.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-16,2022,11,16,,5,,1,,3.3,,14.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-17,2022,11,17,,12,,-2,,5,,13,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-18,2022,11,18,,7,,-5,,0.8,,17.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-19,2022,11,19,,6,,-5,,0.8,,17.2,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-20,2022,11,20,,8,,-3,,2.5,,15.5,,0,,0.4,,0,,0.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-21,2022,11,21,,9,,3,,6,,12,,0,,0.5,,0,,0.5,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-22,2022,11,22,,9,,6,,7.6,,10.4,,0,,16,,0,,16,,,,28,,49,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-23,2022,11,23,,9,,4,,6.6,,11.4,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-24,2022,11,24,,12,,4,,7.7,,10.3,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-25,2022,11,25,,10,,4,,7.2,,10.8,,0,,12.4,,0,,12.4,,,,24,,50,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-26,2022,11,26,,9,,1,,4.8,,13.2,,0,,0,T,0,,0,T,,,15,,53,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-27,2022,11,27,,9,,2,,5.6,,12.4,,0,,0,T,0,,0,T,,,29,,70,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-28,2022,11,28,,5,,-4,,0.3,,17.7,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-29,2022,11,29,,1,,-4,,-1.5,,19.5,,0,,0,,10,,10,,2,E,7,,55,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-11-30,2022,11,30,,4,,-2,,1.2,,16.8,,0,,1.2,,0,T,1.2,,4,,10,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-01,2022,12,1,,0,,-5,,-2.6,,20.6,,0,,0,,0,,0,,3,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-02,2022,12,2,,3,,-6,,-1.5,,19.5,,0,,0,,0,T,0,T,2,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-03,2022,12,3,,4,,-3,,0.7,,17.3,,0,,0,,0,T,0,T,1,,32,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-04,2022,12,4,,4,,-6,,-0.9,,18.9,,0,,0,,0,,0,,0,T,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-05,2022,12,5,,2,,-6,,-2,,20,,0,,0,,0,,0,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-06,2022,12,6,,3,,0,,1.7,,16.3,,0,,0.4,,0,,0.4,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-07,2022,12,7,,6,,2,,4.2,,13.8,,0,,2.3,,0,,2.3,,,,10,,41,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-08,2022,12,8,,6,,1,,3.8,,14.2,,0,,4.5,,0,,4.5,,,,9,,45,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-09,2022,12,9,,5,,0,,2.8,,15.2,,0,,2.9,,0,,2.9,,,,7,,54,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-10,2022,12,10,,8,,4,,5.9,,12.1,,0,,11.3,,0,,11.3,,,,10,,48,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-11,2022,12,11,,7,,5,,6.1,,11.9,,0,,0.4,,0,,0.4,,,,29,,35,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-12,2022,12,12,,7,,0,,3.3,,14.7,,0,,0,T,0,,0,T,,,33,,32,
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-13,2022,12,13,,4,,1,,2.3,,15.7,,0,,0.3,,0,,0.3,,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-14,2022,12,14,,6,,-1,,2.5,,15.5,,0,,0,T,0,,0,T,,,,M,,M
-123.18,49.19,VANCOUVER INTL A,1108395,2022-12-15,2022,12,15,,5,,-2,,1.8,,16.2,,0,,0,,0,,0,,,,,M,,M
